Orthogroup	Ofaveolata_out_PRO	Mcavernosa2015_out_PRO
OG0003469	Ofaveolata254509	Mcavernosa127928
OG0003471	Ofaveolata263824	Mcavernosa74033
OG0003472	Ofaveolata269535	Mcavernosa19887
OG0003473	Ofaveolata247658	Mcavernosa17995
OG0003474	Ofaveolata267163	Mcavernosa275274
OG0003475	Ofaveolata269868	Mcavernosa38407
OG0003476	Ofaveolata261814	Mcavernosa34371
OG0003477	Ofaveolata244279	Mcavernosa9363
OG0003478	Ofaveolata258404	Mcavernosa129710
OG0003479	Ofaveolata265605	Mcavernosa34497
OG0003480	Ofaveolata266862	Mcavernosa16028
OG0003481	Ofaveolata250897	Mcavernosa9804
OG0003482	Ofaveolata265277	Mcavernosa11105
OG0003483	Ofaveolata225239	Mcavernosa45757
OG0003484	Ofaveolata266867	Mcavernosa39987
OG0003485	Ofaveolata252064	Mcavernosa20821
OG0003486	Ofaveolata262228	Mcavernosa586420
OG0003487	Ofaveolata237121	Mcavernosa5216
OG0003488	Ofaveolata226124	Mcavernosa16809
OG0003489	Ofaveolata258876	Mcavernosa131837
OG0003490	Ofaveolata225242	Mcavernosa127486
OG0003491	Ofaveolata269303	Mcavernosa39322
OG0003492	Ofaveolata261103	Mcavernosa10870
OG0003493	Ofaveolata248309	Mcavernosa75331
OG0003494	Ofaveolata265726	Mcavernosa28100
OG0003495	Ofaveolata260533	Mcavernosa259755
OG0003496	Ofaveolata265636	Mcavernosa32379
OG0003497	Ofaveolata254878	Mcavernosa130910
OG0003498	Ofaveolata259716	Mcavernosa71103
OG0003499	Ofaveolata260322	Mcavernosa1572
OG0003500	Ofaveolata158341	Mcavernosa194245
OG0003501	Ofaveolata262120	Mcavernosa50516
OG0003502	Ofaveolata258619	Mcavernosa47331
OG0003503	Ofaveolata261855	Mcavernosa39531
OG0003504	Ofaveolata263090	Mcavernosa20827
OG0003505	Ofaveolata254946	Mcavernosa43057
OG0003506	Ofaveolata2141777	Mcavernosa359841
OG0003507	Ofaveolata266954	Mcavernosa480496
OG0003508	Ofaveolata254287	Mcavernosa3237
OG0003509	Ofaveolata245514	Mcavernosa73374
OG0003510	Ofaveolata265300	Mcavernosa30830
OG0003511	Ofaveolata265094	Mcavernosa51539
OG0003512	Ofaveolata225617	Mcavernosa8553
OG0003513	Ofaveolata263810	Mcavernosa5000
OG0003514	Ofaveolata269517	Mcavernosa163176
OG0003515	Ofaveolata113375	Mcavernosa57959
OG0003516	Ofaveolata261692	Mcavernosa52923
OG0003517	Ofaveolata263897	Mcavernosa45232
OG0003518	Ofaveolata268254	Mcavernosa371365
OG0003519	Ofaveolata262851	Mcavernosa51297
OG0003520	Ofaveolata268443	Mcavernosa26329
OG0003521	Ofaveolata255467	Mcavernosa491114
OG0003523	Ofaveolata253734	Mcavernosa98969
OG0003524	Ofaveolata269356	Mcavernosa31940
OG0003525	Ofaveolata1714348	Mcavernosa489363
OG0003526	Ofaveolata246585	Mcavernosa40095
OG0003527	Ofaveolata260880	Mcavernosa22911
OG0003528	Ofaveolata263980	Mcavernosa114305
OG0003529	Ofaveolata263825	Mcavernosa5872
OG0003530	Ofaveolata256155	Mcavernosa58303
OG0003531	Ofaveolata269718	Mcavernosa31189
OG0003532	Ofaveolata264800	Mcavernosa24539
OG0003533	Ofaveolata250283	Mcavernosa21324
OG0003534	Ofaveolata256371	Mcavernosa23561
OG0003535	Ofaveolata265812	Mcavernosa42889
OG0003536	Ofaveolata268277	Mcavernosa19021
OG0003537	Ofaveolata258565	Mcavernosa11569
OG0003538	Ofaveolata248443	Mcavernosa243000
OG0003539	Ofaveolata254335	Mcavernosa32656
OG0003540	Ofaveolata261408	Mcavernosa38540
OG0003541	Ofaveolata265695	Mcavernosa44389
OG0003542	Ofaveolata255770	Mcavernosa180069
OG0003543	Ofaveolata258796	Mcavernosa120689
OG0003544	Ofaveolata266240	Mcavernosa13929
OG0003545	Ofaveolata260896	Mcavernosa112521
OG0003546	Ofaveolata213011	Mcavernosa22946
OG0003547	Ofaveolata257758	Mcavernosa49398
OG0003548	Ofaveolata262581	Mcavernosa164397
OG0003549	Ofaveolata252701	Mcavernosa90915
OG0003550	Ofaveolata258721	Mcavernosa184347
OG0003551	Ofaveolata261669	Mcavernosa48947
OG0003552	Ofaveolata258060	Mcavernosa4665
OG0003553	Ofaveolata263288	Mcavernosa49614
OG0003554	Ofaveolata250612	Mcavernosa129085
OG0003555	Ofaveolata262346	Mcavernosa82948
OG0003556	Ofaveolata261963	Mcavernosa224905
OG0003557	Ofaveolata265076	Mcavernosa4161
OG0003558	Ofaveolata267343	Mcavernosa32814
OG0003559	Ofaveolata268441	Mcavernosa14229
OG0003560	Ofaveolata268914	Mcavernosa28244
OG0003561	Ofaveolata264374	Mcavernosa24864
OG0003562	Ofaveolata261693	Mcavernosa115128
OG0003563	Ofaveolata266559	Mcavernosa30156
OG0003564	Ofaveolata262738	Mcavernosa9676
OG0003565	Ofaveolata250310	Mcavernosa70307
OG0003566	Ofaveolata260821	Mcavernosa155935
OG0003567	Ofaveolata264017	Mcavernosa9464
OG0003568	Ofaveolata261822	Mcavernosa45701
OG0003569	Ofaveolata254144	Mcavernosa18943
OG0003570	Ofaveolata243447	Mcavernosa25374
OG0003571	Ofaveolata1200833	Mcavernosa195398
OG0003572	Ofaveolata267826	Mcavernosa55556
OG0003573	Ofaveolata258466	Mcavernosa3099
OG0003574	Ofaveolata259816	Mcavernosa30418
OG0003575	Ofaveolata261803	Mcavernosa596346
OG0003576	Ofaveolata263430	Mcavernosa732
OG0003577	Ofaveolata269220	Mcavernosa59986
OG0003578	Ofaveolata257653	Mcavernosa43255
OG0003579	Ofaveolata265249	Mcavernosa9333
OG0003580	Ofaveolata269093	Mcavernosa68811
OG0003581	Ofaveolata264808	Mcavernosa16872
OG0003582	Ofaveolata253500	Mcavernosa37391
OG0003583	Ofaveolata266331	Mcavernosa4565
OG0003584	Ofaveolata246369	Mcavernosa291728
OG0003585	Ofaveolata251543	Mcavernosa69379
OG0003586	Ofaveolata269366	Mcavernosa11956
OG0003587	Ofaveolata262727	Mcavernosa13648
OG0003588	Ofaveolata263357	Mcavernosa36728
OG0003589	Ofaveolata212073	Mcavernosa29286
OG0003590	Ofaveolata267754	Mcavernosa40311
OG0003591	Ofaveolata257766	Mcavernosa17602
OG0003592	Ofaveolata263420	Mcavernosa86587
OG0003593	Ofaveolata263074	Mcavernosa525524
OG0003594	Ofaveolata247535	Mcavernosa30390
OG0003595	Ofaveolata263469	Mcavernosa61613
OG0003596	Ofaveolata269706	Mcavernosa456177
OG0003598	Ofaveolata260786	Mcavernosa79738
OG0003599	Ofaveolata261717	Mcavernosa93743
OG0003600	Ofaveolata250960	Mcavernosa5921
OG0003601	Ofaveolata267871	Mcavernosa113853
OG0003602	Ofaveolata266608	Mcavernosa122764
OG0003603	Ofaveolata255862	Mcavernosa112789
OG0003604	Ofaveolata265908	Mcavernosa5200
OG0003606	Ofaveolata234505	Mcavernosa157710
OG0003607	Ofaveolata237433	Mcavernosa21346
OG0003608	Ofaveolata226061	Mcavernosa5931
OG0003609	Ofaveolata255232	Mcavernosa185519
OG0003610	Ofaveolata255532	Mcavernosa15720
OG0003611	Ofaveolata269318	Mcavernosa5590
OG0003612	Ofaveolata263024	Mcavernosa519448
OG0003614	Ofaveolata261100	Mcavernosa104121
OG0003615	Ofaveolata268000	Mcavernosa55729
OG0003616	Ofaveolata248626	Mcavernosa10018
OG0003617	Ofaveolata255625	Mcavernosa173169
OG0003618	Ofaveolata265147	Mcavernosa17025
OG0003619	Ofaveolata250929	Mcavernosa12593
OG0003620	Ofaveolata265890	Mcavernosa4337
OG0003621	Ofaveolata261199	Mcavernosa18258
OG0003622	Ofaveolata267595	Mcavernosa92568
OG0003623	Ofaveolata267840	Mcavernosa51023
OG0003624	Ofaveolata1666534	Mcavernosa423195
OG0003625	Ofaveolata14947	Mcavernosa239221
OG0003626	Ofaveolata259185	Mcavernosa4196
OG0003627	Ofaveolata262363	Mcavernosa25014
OG0003628	Ofaveolata262639	Mcavernosa24524
OG0003629	Ofaveolata237214	Mcavernosa189783
OG0003630	Ofaveolata266007	Mcavernosa104365
OG0003631	Ofaveolata258714	Mcavernosa467063
OG0003632	Ofaveolata242755	Mcavernosa6885
OG0003633	Ofaveolata233297	Mcavernosa44605
OG0003635	Ofaveolata257997	Mcavernosa141681
OG0003636	Ofaveolata265845	Mcavernosa11410
OG0003637	Ofaveolata265734	Mcavernosa17840
OG0003638	Ofaveolata268193	Mcavernosa6762
OG0003639	Ofaveolata266508	Mcavernosa11811
OG0003640	Ofaveolata261754	Mcavernosa45164
OG0003641	Ofaveolata269455	Mcavernosa26526
OG0003642	Ofaveolata248615	Mcavernosa462479
OG0003643	Ofaveolata260422	Mcavernosa58644
OG0003644	Ofaveolata238166	Mcavernosa137926
OG0003645	Ofaveolata258924	Mcavernosa17813
OG0003646	Ofaveolata256571	Mcavernosa29254
OG0003647	Ofaveolata249805	Mcavernosa136161
OG0003648	Ofaveolata265668	Mcavernosa8755
OG0003649	Ofaveolata261261	Mcavernosa96669
OG0003651	Ofaveolata250018	Mcavernosa107160
OG0003652	Ofaveolata242416	Mcavernosa38755
OG0003653	Ofaveolata161644	Mcavernosa36965
OG0003654	Ofaveolata259568	Mcavernosa23024
OG0003655	Ofaveolata244909	Mcavernosa271522
OG0003656	Ofaveolata255771	Mcavernosa2313
OG0003657	Ofaveolata267553	Mcavernosa85885
OG0003658	Ofaveolata247626	Mcavernosa226067
OG0003659	Ofaveolata254541	Mcavernosa179375
OG0003660	Ofaveolata251711	Mcavernosa84691
OG0003661	Ofaveolata261848	Mcavernosa115857
OG0003662	Ofaveolata2100414	Mcavernosa345534
OG0003663	Ofaveolata268678	Mcavernosa60124
OG0003665	Ofaveolata266397	Mcavernosa128638
OG0003666	Ofaveolata241125	Mcavernosa92410
OG0003667	Ofaveolata267299	Mcavernosa37240
OG0003668	Ofaveolata265898	Mcavernosa105945
OG0003669	Ofaveolata265663	Mcavernosa57627
OG0003670	Ofaveolata262062	Mcavernosa26545
OG0003671	Ofaveolata268108	Mcavernosa40552
OG0003672	Ofaveolata267570	Mcavernosa97822
OG0003673	Ofaveolata269102	Mcavernosa9817
OG0003674	Ofaveolata262543	Mcavernosa218853
OG0003675	Ofaveolata247697	Mcavernosa9658
OG0003676	Ofaveolata262922	Mcavernosa17484
OG0003677	Ofaveolata248660	Mcavernosa52649
OG0003678	Ofaveolata256057	Mcavernosa172383
OG0003679	Ofaveolata269077	Mcavernosa19093
OG0003680	Ofaveolata269717	Mcavernosa15118
OG0003681	Ofaveolata268582	Mcavernosa32467
OG0003682	Ofaveolata265453	Mcavernosa75507
OG0003683	Ofaveolata255602	Mcavernosa111714
OG0003684	Ofaveolata216658	Mcavernosa16745
OG0003685	Ofaveolata230972	Mcavernosa103647
OG0003686	Ofaveolata266054	Mcavernosa9528
OG0003687	Ofaveolata266224	Mcavernosa81986
OG0003688	Ofaveolata262518	Mcavernosa102775
OG0003690	Ofaveolata264159	Mcavernosa174519
OG0003691	Ofaveolata263784	Mcavernosa14426
OG0003692	Ofaveolata265882	Mcavernosa146483
OG0003693	Ofaveolata260988	Mcavernosa124365
OG0003694	Ofaveolata265073	Mcavernosa40133
OG0003696	Ofaveolata263540	Mcavernosa172288
OG0003697	Ofaveolata261746	Mcavernosa120958
OG0003698	Ofaveolata268463	Mcavernosa273597
OG0003699	Ofaveolata265642	Mcavernosa64059
OG0003700	Ofaveolata262862	Mcavernosa25861
OG0003701	Ofaveolata256636	Mcavernosa36842
OG0003702	Ofaveolata262990	Mcavernosa27956
OG0003703	Ofaveolata268087	Mcavernosa23569
OG0003704	Ofaveolata257793	Mcavernosa83833
OG0003705	Ofaveolata257994	Mcavernosa14793
OG0003706	Ofaveolata267986	Mcavernosa33384
OG0003707	Ofaveolata268033	Mcavernosa21869
OG0003708	Ofaveolata268076	Mcavernosa270830
OG0003709	Ofaveolata268439	Mcavernosa62174
OG0003710	Ofaveolata253296	Mcavernosa2418
OG0003711	Ofaveolata265016	Mcavernosa55949
OG0003712	Ofaveolata267576	Mcavernosa35322
OG0003713	Ofaveolata20805	Mcavernosa103676
OG0003714	Ofaveolata251147	Mcavernosa13978
OG0003715	Ofaveolata266326	Mcavernosa17173
OG0003716	Ofaveolata268256	Mcavernosa21543
OG0003717	Ofaveolata237888	Mcavernosa278
OG0003718	Ofaveolata257753	Mcavernosa22952
OG0003719	Ofaveolata266287	Mcavernosa30633
OG0003720	Ofaveolata255413	Mcavernosa22626
OG0003721	Ofaveolata230991	Mcavernosa6045
OG0003722	Ofaveolata258293	Mcavernosa164238
OG0003724	Ofaveolata251006	Mcavernosa431662
OG0003725	Ofaveolata266534	Mcavernosa94678
OG0003726	Ofaveolata220357	Mcavernosa6152
OG0003727	Ofaveolata201484	Mcavernosa2472
OG0003728	Ofaveolata269351	Mcavernosa38426
OG0003729	Ofaveolata226822	Mcavernosa68066
OG0003730	Ofaveolata261511	Mcavernosa35341
OG0003731	Ofaveolata264411	Mcavernosa47648
OG0003732	Ofaveolata268615	Mcavernosa11039
OG0003733	Ofaveolata252742	Mcavernosa68202
OG0003734	Ofaveolata260389	Mcavernosa53570
OG0003735	Ofaveolata261739	Mcavernosa68568
OG0003736	Ofaveolata258701	Mcavernosa26319
OG0003737	Ofaveolata256182	Mcavernosa21985
OG0003738	Ofaveolata268314	Mcavernosa26257
OG0003739	Ofaveolata264188	Mcavernosa17241
OG0003740	Ofaveolata256202	Mcavernosa83387
OG0003741	Ofaveolata259873	Mcavernosa198797
OG0003742	Ofaveolata262762	Mcavernosa37591
OG0003743	Ofaveolata256978	Mcavernosa71986
OG0003744	Ofaveolata246180	Mcavernosa103100
OG0003745	Ofaveolata265435	Mcavernosa21495
OG0003746	Ofaveolata265025	Mcavernosa13653
OG0003747	Ofaveolata260223	Mcavernosa45105
OG0003748	Ofaveolata269237	Mcavernosa27029
OG0003749	Ofaveolata268034	Mcavernosa27656
OG0003751	Ofaveolata261205	Mcavernosa60714
OG0003752	Ofaveolata255925	Mcavernosa43377
OG0003753	Ofaveolata268920	Mcavernosa29832
OG0003754	Ofaveolata247404	Mcavernosa1110
OG0003755	Ofaveolata260029	Mcavernosa26589
OG0003756	Ofaveolata267491	Mcavernosa232452
OG0003757	Ofaveolata215854	Mcavernosa224
OG0003758	Ofaveolata258496	Mcavernosa9377
OG0003759	Ofaveolata261823	Mcavernosa3914
OG0003760	Ofaveolata166474	Mcavernosa532729
OG0003762	Ofaveolata265560	Mcavernosa13371
OG0003763	Ofaveolata227210	Mcavernosa162015
OG0003764	Ofaveolata264051	Mcavernosa21399
OG0003765	Ofaveolata263928	Mcavernosa52295
OG0003766	Ofaveolata264295	Mcavernosa265641
OG0003767	Ofaveolata264901	Mcavernosa47630
OG0003768	Ofaveolata252634	Mcavernosa11235
OG0003769	Ofaveolata261396	Mcavernosa126896
OG0003770	Ofaveolata266724	Mcavernosa31104
OG0003771	Ofaveolata261563	Mcavernosa100829
OG0003772	Ofaveolata267755	Mcavernosa26075
OG0003773	Ofaveolata265362	Mcavernosa166755
OG0003775	Ofaveolata262570	Mcavernosa74971
OG0003776	Ofaveolata265056	Mcavernosa210690
OG0003777	Ofaveolata259148	Mcavernosa87122
OG0003778	Ofaveolata263727	Mcavernosa9608
OG0003779	Ofaveolata235887	Mcavernosa20676
OG0003780	Ofaveolata260060	Mcavernosa28153
OG0003781	Ofaveolata231059	Mcavernosa240690
OG0003782	Ofaveolata257064	Mcavernosa476920
OG0003783	Ofaveolata261500	Mcavernosa188203
OG0003784	Ofaveolata268687	Mcavernosa31510
OG0003785	Ofaveolata264471	Mcavernosa39450
OG0003786	Ofaveolata260539	Mcavernosa17909
OG0003787	Ofaveolata265200	Mcavernosa19794
OG0003788	Ofaveolata267777	Mcavernosa123071
OG0003789	Ofaveolata249240	Mcavernosa261805
OG0003790	Ofaveolata261137	Mcavernosa115491
OG0003791	Ofaveolata261060	Mcavernosa3609
OG0003792	Ofaveolata258575	Mcavernosa38449
OG0003793	Ofaveolata254151	Mcavernosa36222
OG0003794	Ofaveolata256674	Mcavernosa27482
OG0003795	Ofaveolata237581	Mcavernosa12294
OG0003796	Ofaveolata268377	Mcavernosa56085
OG0003797	Ofaveolata266198	Mcavernosa24559
OG0003798	Ofaveolata260673	Mcavernosa13005
OG0003799	Ofaveolata267793	Mcavernosa109555
OG0003800	Ofaveolata260779	Mcavernosa54760
OG0003801	Ofaveolata251313	Mcavernosa233705
OG0003802	Ofaveolata260208	Mcavernosa29472
OG0003803	Ofaveolata262921	Mcavernosa67879
OG0003804	Ofaveolata268307	Mcavernosa59426
OG0003805	Ofaveolata262100	Mcavernosa396931
OG0003806	Ofaveolata264650	Mcavernosa19939
OG0003807	Ofaveolata262995	Mcavernosa275727
OG0003808	Ofaveolata268650	Mcavernosa91240
OG0003809	Ofaveolata265087	Mcavernosa26766
OG0003810	Ofaveolata264413	Mcavernosa190511
OG0003811	Ofaveolata269236	Mcavernosa7549
OG0003812	Ofaveolata267790	Mcavernosa150241
OG0003813	Ofaveolata246709	Mcavernosa43525
OG0003814	Ofaveolata264210	Mcavernosa82617
OG0003815	Ofaveolata259460	Mcavernosa60077
OG0003816	Ofaveolata262914	Mcavernosa147675
OG0003817	Ofaveolata268545	Mcavernosa40263
OG0003818	Ofaveolata262347	Mcavernosa6578
OG0003819	Ofaveolata267177	Mcavernosa24956
OG0003820	Ofaveolata265873	Mcavernosa11855
OG0003821	Ofaveolata267932	Mcavernosa5194
OG0003822	Ofaveolata255348	Mcavernosa193897
OG0003823	Ofaveolata250146	Mcavernosa33635
OG0003824	Ofaveolata255482	Mcavernosa80752
OG0003825	Ofaveolata264333	Mcavernosa5810
OG0003826	Ofaveolata163595	Mcavernosa215097
OG0003827	Ofaveolata265617	Mcavernosa6368
OG0003828	Ofaveolata255172	Mcavernosa14294
OG0003829	Ofaveolata257706	Mcavernosa39769
OG0003830	Ofaveolata258585	Mcavernosa47279
OG0003831	Ofaveolata243538	Mcavernosa73334
OG0003832	Ofaveolata261224	Mcavernosa76816
OG0003833	Ofaveolata208672	Mcavernosa274831
OG0003834	Ofaveolata259878	Mcavernosa12071
OG0003835	Ofaveolata253233	Mcavernosa17634
OG0003836	Ofaveolata267644	Mcavernosa539
OG0003837	Ofaveolata261971	Mcavernosa103900
OG0003838	Ofaveolata265193	Mcavernosa17367
OG0003839	Ofaveolata260829	Mcavernosa101024
OG0003840	Ofaveolata231020	Mcavernosa315261
OG0003841	Ofaveolata251689	Mcavernosa210757
OG0003842	Ofaveolata264890	Mcavernosa146064
OG0003843	Ofaveolata255767	Mcavernosa167403
OG0003844	Ofaveolata267620	Mcavernosa223295
OG0003845	Ofaveolata225642	Mcavernosa2243
OG0003846	Ofaveolata263821	Mcavernosa39292
OG0003847	Ofaveolata265851	Mcavernosa28281
OG0003848	Ofaveolata268617	Mcavernosa12163
OG0003849	Ofaveolata262556	Mcavernosa89468
OG0003850	Ofaveolata265484	Mcavernosa54747
OG0003851	Ofaveolata266483	Mcavernosa142401
OG0003852	Ofaveolata268437	Mcavernosa15691
OG0003853	Ofaveolata269292	Mcavernosa5182
OG0003854	Ofaveolata265829	Mcavernosa17588
OG0003855	Ofaveolata255397	Mcavernosa42913
OG0003856	Ofaveolata257986	Mcavernosa101678
OG0003857	Ofaveolata216208	Mcavernosa303259
OG0003859	Ofaveolata261492	Mcavernosa104384
OG0003860	Ofaveolata261901	Mcavernosa11327
OG0003861	Ofaveolata267649	Mcavernosa1124
OG0003862	Ofaveolata240150	Mcavernosa10074
OG0003863	Ofaveolata250837	Mcavernosa19667
OG0003864	Ofaveolata261238	Mcavernosa56111
OG0003865	Ofaveolata247273	Mcavernosa24971
OG0003866	Ofaveolata268420	Mcavernosa32046
OG0003867	Ofaveolata241214	Mcavernosa334626
OG0003868	Ofaveolata269650	Mcavernosa2864
OG0003869	Ofaveolata247805	Mcavernosa157403
OG0003870	Ofaveolata259898	Mcavernosa234352
OG0003871	Ofaveolata253248	Mcavernosa57962
OG0003872	Ofaveolata255724	Mcavernosa55830
OG0003873	Ofaveolata261063	Mcavernosa177197
OG0003874	Ofaveolata257461	Mcavernosa116387
OG0003875	Ofaveolata257353	Mcavernosa128246
OG0003876	Ofaveolata249277	Mcavernosa415740
OG0003877	Ofaveolata265011	Mcavernosa30909
OG0003878	Ofaveolata266343	Mcavernosa52762
OG0003879	Ofaveolata1082435	Mcavernosa169528
OG0003880	Ofaveolata268562	Mcavernosa34260
OG0003881	Ofaveolata268462	Mcavernosa129728
OG0003882	Ofaveolata266628	Mcavernosa72448
OG0003883	Ofaveolata255838	Mcavernosa75583
OG0003884	Ofaveolata257331	Mcavernosa26010
OG0003885	Ofaveolata248893	Mcavernosa63597
OG0003886	Ofaveolata262654	Mcavernosa5125
OG0003887	Ofaveolata267672	Mcavernosa26789
OG0003888	Ofaveolata246930	Mcavernosa18715
OG0003889	Ofaveolata261230	Mcavernosa86101
OG0003890	Ofaveolata222231	Mcavernosa92458
OG0003891	Ofaveolata261743	Mcavernosa16671
OG0003892	Ofaveolata266459	Mcavernosa256358
OG0003893	Ofaveolata266642	Mcavernosa112814
OG0003894	Ofaveolata265368	Mcavernosa187622
OG0003896	Ofaveolata265092	Mcavernosa22022
OG0003897	Ofaveolata113383	Mcavernosa2362
OG0003898	Ofaveolata257052	Mcavernosa105169
OG0003899	Ofaveolata269453	Mcavernosa38569
OG0003901	Ofaveolata255549	Mcavernosa28703
OG0003903	Ofaveolata235455	Mcavernosa9599
OG0003904	Ofaveolata256560	Mcavernosa198393
OG0003905	Ofaveolata260139	Mcavernosa42658
OG0003906	Ofaveolata261393	Mcavernosa23216
OG0003907	Ofaveolata264816	Mcavernosa23293
OG0003908	Ofaveolata252797	Mcavernosa118250
OG0003909	Ofaveolata244919	Mcavernosa508895
OG0003910	Ofaveolata253227	Mcavernosa221482
OG0003911	Ofaveolata251534	Mcavernosa82707
OG0003912	Ofaveolata256711	Mcavernosa95946
OG0003913	Ofaveolata246764	Mcavernosa67298
OG0003914	Ofaveolata259671	Mcavernosa52702
OG0003915	Ofaveolata266851	Mcavernosa105927
OG0003916	Ofaveolata268479	Mcavernosa136799
OG0003917	Ofaveolata264131	Mcavernosa69454
OG0003918	Ofaveolata245157	Mcavernosa121968
OG0003919	Ofaveolata59593	Mcavernosa700113
OG0003920	Ofaveolata266425	Mcavernosa8344
OG0003921	Ofaveolata238921	Mcavernosa2638
OG0003922	Ofaveolata260535	Mcavernosa78455
OG0003923	Ofaveolata247285	Mcavernosa117409
OG0003924	Ofaveolata212099	Mcavernosa21980
OG0003925	Ofaveolata252310	Mcavernosa112569
OG0003927	Ofaveolata264062	Mcavernosa181797
OG0003928	Ofaveolata252179	Mcavernosa58288
OG0003929	Ofaveolata254108	Mcavernosa29295
OG0003930	Ofaveolata260531	Mcavernosa33132
OG0003931	Ofaveolata266849	Mcavernosa14751
OG0003932	Ofaveolata268231	Mcavernosa27016
OG0003933	Ofaveolata264959	Mcavernosa39347
OG0003934	Ofaveolata241868	Mcavernosa58104
OG0003935	Ofaveolata265585	Mcavernosa127059
OG0003936	Ofaveolata257015	Mcavernosa61952
OG0003937	Ofaveolata251816	Mcavernosa83477
OG0003939	Ofaveolata253125	Mcavernosa69913
OG0003940	Ofaveolata243480	Mcavernosa66581
OG0003941	Ofaveolata259677	Mcavernosa27037
OG0003942	Ofaveolata239880	Mcavernosa19070
OG0003943	Ofaveolata260417	Mcavernosa232480
OG0003944	Ofaveolata248914	Mcavernosa68194
OG0003945	Ofaveolata265052	Mcavernosa34364
OG0003946	Ofaveolata212811	Mcavernosa7206
OG0003947	Ofaveolata256703	Mcavernosa25115
OG0003948	Ofaveolata262007	Mcavernosa488109
OG0003949	Ofaveolata264371	Mcavernosa27490
OG0003950	Ofaveolata261567	Mcavernosa14884
OG0003951	Ofaveolata213269	Mcavernosa19316
OG0003952	Ofaveolata263367	Mcavernosa159083
OG0003953	Ofaveolata262608	Mcavernosa22964
OG0003954	Ofaveolata256303	Mcavernosa64632
OG0003955	Ofaveolata257508	Mcavernosa74100
OG0003956	Ofaveolata255755	Mcavernosa64329
OG0003957	Ofaveolata265407	Mcavernosa250645
OG0003958	Ofaveolata268979	Mcavernosa124300
OG0003959	Ofaveolata243866	Mcavernosa300417
OG0003960	Ofaveolata259693	Mcavernosa137789
OG0003961	Ofaveolata250996	Mcavernosa39257
OG0003962	Ofaveolata262588	Mcavernosa31525
OG0003963	Ofaveolata266257	Mcavernosa18657
OG0003964	Ofaveolata258427	Mcavernosa24141
OG0003965	Ofaveolata263434	Mcavernosa53801
OG0003966	Ofaveolata233583	Mcavernosa507498
OG0003967	Ofaveolata258495	Mcavernosa119672
OG0003968	Ofaveolata268215	Mcavernosa26706
OG0003969	Ofaveolata262356	Mcavernosa67890
OG0003970	Ofaveolata206748	Mcavernosa124188
OG0003971	Ofaveolata265651	Mcavernosa31433
OG0003972	Ofaveolata265901	Mcavernosa385538
OG0003974	Ofaveolata261778	Mcavernosa23206
OG0003976	Ofaveolata255406	Mcavernosa43940
OG0003977	Ofaveolata249299	Mcavernosa37184
OG0003978	Ofaveolata256196	Mcavernosa178974
OG0003979	Ofaveolata162933	Mcavernosa155925
OG0003980	Ofaveolata255061	Mcavernosa75579
OG0003981	Ofaveolata266360	Mcavernosa46946
OG0003982	Ofaveolata245115	Mcavernosa6580
OG0003983	Ofaveolata251389	Mcavernosa54167
OG0003984	Ofaveolata269435	Mcavernosa8517
OG0003985	Ofaveolata234880	Mcavernosa208703
OG0003986	Ofaveolata268445	Mcavernosa65996
OG0003987	Ofaveolata265170	Mcavernosa32464
OG0003988	Ofaveolata269434	Mcavernosa11246
OG0003989	Ofaveolata260276	Mcavernosa81458
OG0003990	Ofaveolata266003	Mcavernosa40343
OG0003991	Ofaveolata266299	Mcavernosa7583
OG0003992	Ofaveolata268496	Mcavernosa211344
OG0003994	Ofaveolata268493	Mcavernosa76256
OG0003995	Ofaveolata256852	Mcavernosa60949
OG0003996	Ofaveolata241368	Mcavernosa120744
OG0003997	Ofaveolata255947	Mcavernosa77440
OG0003998	Ofaveolata267700	Mcavernosa126020
OG0003999	Ofaveolata258127	Mcavernosa91417
OG0004000	Ofaveolata249881	Mcavernosa293733
OG0004001	Ofaveolata240683	Mcavernosa79008
OG0004002	Ofaveolata251652	Mcavernosa262076
OG0004003	Ofaveolata257217	Mcavernosa181872
OG0004004	Ofaveolata265465	Mcavernosa61316
OG0004005	Ofaveolata261745	Mcavernosa90877
OG0004006	Ofaveolata225727	Mcavernosa3038
OG0004007	Ofaveolata265022	Mcavernosa42316
OG0004008	Ofaveolata269380	Mcavernosa8508
OG0004009	Ofaveolata164280	Mcavernosa188741
OG0004010	Ofaveolata264579	Mcavernosa58514
OG0004011	Ofaveolata262974	Mcavernosa67693
OG0004012	Ofaveolata260666	Mcavernosa49188
OG0004013	Ofaveolata239977	Mcavernosa314506
OG0004014	Ofaveolata269605	Mcavernosa60613
OG0004015	Ofaveolata268632	Mcavernosa59818
OG0004016	Ofaveolata262558	Mcavernosa54416
OG0004017	Ofaveolata259102	Mcavernosa37724
OG0004018	Ofaveolata265044	Mcavernosa293055
OG0004019	Ofaveolata263918	Mcavernosa298537
OG0004020	Ofaveolata253700	Mcavernosa111690
OG0004021	Ofaveolata263818	Mcavernosa19044
OG0004022	Ofaveolata260579	Mcavernosa64532
OG0004023	Ofaveolata258521	Mcavernosa72475
OG0004024	Ofaveolata259330	Mcavernosa96076
OG0004025	Ofaveolata264851	Mcavernosa13274
OG0004026	Ofaveolata252542	Mcavernosa23774
OG0004027	Ofaveolata255564	Mcavernosa32316
